url,name,street_address,city,state,zip,id,grades,type,students,rating,probation_status,asian,black,hispanic,white,other,low_income,diverse_learners,limited_english,mobility_rate,chronic_truancy
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609897,EARLE,2040 W 62ND St,Chicago,IL,60636,609897,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,434,Level 2,Intensive Support,0,0.92,0.06,0,0.02,0.95,0.16,0.03,0.38,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400070,EARLY COLLEGE,1310 S ASHLAND Ave,Chicago,IL,60608-134,,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,0,Inability to Rate,Intensive Support,,,,,,,,,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609898,EBERHART,3400 W 65TH Pl,Chicago,IL,60629,609898,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,1414,Level 1,Good Standing,0,0.04,0.94,0.03,0,0.96,0.1,0.34,0.1,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609899,EBINGER,7350 W PRATT Ave,Chicago,IL,60631,609899,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,792,Level 1+,Good Standing,0.02,0.01,0.15,0.79,0.03,0.13,0.14,0.05,0.08,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609901,EDGEBROOK,6525 N HIAWATHA Ave,Chicago,IL,60646,609901,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,510,Level 1+,Good Standing,0.1,0.02,0.15,0.66,0.07,0.09,0.1,0.04,0.03,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609794,EDISON,4929 N SAWYER Ave,Chicago,IL,60625,,"K, 1, 2, 3, 4, 5, 6, 7, 8",Regional gifted center,273,Level 1+,Good Standing,0.17,0.03,0.1,0.6,0.1,0.1,0.04,0.01,0.02,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610523,EDISON PARK,6220 N OLCOTT Ave,Chicago,IL,60631,610523,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,565,Level 1,Good Standing,0.06,0.01,0.22,0.7,0.01,0.19,0.16,0.08,0.06,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609903,EDWARDS,4815 S KARLOV Ave,Chicago,IL,60632,609903,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,1558,Level 2+,Good Standing,0.01,0.01,0.95,0.02,0.01,0.94,0.11,0.46,0.19,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609904,ELLINGTON,243 N PARKSIDE Ave,Chicago,IL,60644,609904,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,621,Level 1,Good Standing,0,0.97,0.02,0,0.01,0.96,0.2,0.01,0.33,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400094,EPIC HS,8255 S HOUSTON Ave,Chicago,IL,60617,400094,"9, 10, 11, 12",Charter,486,Level 1+,Not Applicable,0,0.62,0.36,0,0.01,0.95,0.23,0.15,0.17,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609907,ERICSON,3600 W 5TH Ave,Chicago,IL,60624,,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Magnet,439,Level 1,Good Standing,0,0.98,0.01,0,0.01,0.96,0.08,0.01,0.11,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400039,ERIE,1405 N WASHTENAW Ave,Chicago,IL,60622,,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,416,Level 2+,Not Applicable,0,0.13,0.84,0.01,0.02,0.85,0.15,0.43,0.02,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609908,ESMOND,1865 W MONTVALE Ave,Chicago,IL,60643,609908,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,313,Level 2+,Good Standing,0,0.99,0.01,0,0,0.94,0.15,0.01,0.35,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609909,EVERETT,3419 S BELL Ave,Chicago,IL,60608,609909,"K, 1, 2, 3, 4, 5",Neighborhood,205,Level 1,Good Standing,0.02,0.03,0.89,0.04,0.02,0.95,0.14,0.43,0.41,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610319,EVERGREEN,3537 S PAULINA St,Chicago,IL,60609,610319,"6, 7, 8",Neighborhood,301,Level 1,Good Standing,0.02,0.01,0.91,0.04,0.01,0.95,0.14,0.17,0.15,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610362,EVERS,9811 S LOWE Ave,Chicago,IL,60628,610362,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,314,Level 1+,Good Standing,0,0.98,0.01,0,0,0.89,0.15,0.01,0.17,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610057,FAIRFIELD,6201 S FAIRFIELD Ave,Chicago,IL,60629,610057,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,582,Level 2+,Provisional Support,0,0.26,0.73,0.01,0.01,0.98,0.12,0.44,0.19,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609910,FALCONER,3020 N LAMON Ave,Chicago,IL,60641,609910,"K, 1, 2, 3, 4, 5, 6",Neighborhood,1198,Level 1,Good Standing,0.01,0.02,0.93,0.03,0.01,0.92,0.12,0.43,0.11,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610055,FARADAY,3250 W MONROE St,Chicago,IL,60624,610055,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,312,Level 1,Good Standing,0,0.98,0.01,0,0.01,0.99,0.17,0,0.59,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609912,FARNSWORTH,5414 N LINDER Ave,Chicago,IL,60630,609912,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,636,Level 1,Good Standing,0.15,0.02,0.41,0.4,0.02,0.63,0.27,0.34,0.12,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609704,FARRAGUT HS,2345 S CHRISTIANA Ave,Chicago,IL,60623,609704,"9, 10, 11, 12",Neighborhood,826,Level 2,Intensive Support,0,0.1,0.89,0.01,0,0.99,0.22,0.27,0.19,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609705,FENGER HS,11220 S WALLACE St,Chicago,IL,60628,609705,"9, 10, 11, 12",Neighborhood,234,Level 2,Intensive Support,0,0.99,0,0,0,0.96,0.19,0,0.57,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609917,FERNWOOD,10041 S UNION Ave,Chicago,IL,60628,609917,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,298,Level 1,Good Standing,0,0.99,0.01,0,0,0.96,0.13,0,0.28,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609918,FIELD,7019 N ASHLAND Ave,Chicago,IL,60626,609918,"5, 6, 7, 8",Neighborhood,198,Level 1,Good Standing,0.1,0.31,0.54,0.04,0.02,0.97,0.14,0.3,0.23,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609967,FINKL,2332 S WESTERN Ave,Chicago,IL,60608,609967,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,408,Level 2+,Provisional Support,0.01,0.12,0.79,0.03,0.05,0.98,0.19,0.35,0.19,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609919,FISKE,6020 S LANGLEY Ave,Chicago,IL,60637,609919,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,462,Level 2+,Provisional Support,0,1,0,0,0,0.97,0.09,0,0.36,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609708,FOREMAN HS,3235 N LECLAIRE Ave,Chicago,IL,60641,609708,"9, 10, 11, 12",Neighborhood,830,Level 2,Intensive Support,0.01,0.19,0.76,0.03,0.01,0.95,0.2,0.25,0.34,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609924,FORT DEARBORN,9025 S THROOP St,Chicago,IL,60620,609924,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,410,Level 2+,Good Standing,0,0.98,0.01,0,0.01,0.98,0.17,0,0.28,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609927,FOSTER PARK,8530 S WOOD St,Chicago,IL,60620,609927,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,383,Level 1,Good Standing,0.01,0.96,0.02,0,0.01,0.92,0.21,0,0.32,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400171,FOUNDATIONS,1233 W 109TH Pl,Chicago,IL,60643,,"6, 7, 8, 9",Charter,197,Level 2+,Not Applicable,0,0.99,0.02,0,0,0.93,0.21,0.01,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609926,FRANKLIN,225 W EVERGREEN Ave,Chicago,IL,60610,,"K, 1, 2, 3, 4, 5, 6, 7, 8",Magnet,357,Level 1,Good Standing,0.07,0.38,0.21,0.31,0.03,0.39,0.12,0.03,0.01,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400040,FRAZIER CHARTER,3711 W DOUGLAS Blvd,Chicago,IL,60623,,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,395,Level 2+,Not Applicable,0,0.98,0.02,0,0,0.95,0.11,0,0.02,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610503,FRAZIER PROSPECTIVE,4027 W GRENSHAW St,Chicago,IL,60624,,"K, 1, 2, 3, 4, 5, 6, 7, 8",Magnet,240,Level 2+,Good Standing,0,0.97,0.02,0,0.01,0.86,0.1,0,0.04,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609928,FULLER,4214 S ST LAWRENCE Ave,Chicago,IL,60653,609928,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,392,Level 2+,Intensive Support,0,0.99,0.01,0,0,0.96,0.12,0,0.43,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609929,FULTON,5300 S HERMITAGE Ave,Chicago,IL,60609,609929,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,405,Level 2+,Intensive Support,0,0.43,0.56,0.01,0.01,0.99,0.12,0.31,0.44,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609930,FUNSTON,2010 N CENTRAL PARK Ave,Chicago,IL,60647,609930,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,467,Level 2+,Provisional Support,0,0.08,0.91,0.01,0,0.96,0.18,0.42,0.18,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609709,GAGE PARK HS,5630 S ROCKWELL St,Chicago,IL,60629,609709,"9, 10, 11, 12",Neighborhood,287,Level 2,Intensive Support,0,0.39,0.6,0.01,0,0.97,0.18,0.22,0.35,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609933,GALE,1631 W JONQUIL Ter,Chicago,IL,60626,609933,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,369,Level 2,Intensive Support,0.07,0.58,0.28,0.05,0.02,0.95,0.19,0.31,0.43,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610009,GALILEO,820 S CARPENTER St,Chicago,IL,60607,,"K, 1, 2, 3, 4, 5, 6, 7, 8",Magnet,570,Level 1+,Good Standing,0.04,0.23,0.63,0.07,0.03,0.59,0.1,0.12,0.03,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609935,GALLISTEL,10347 S EWING Ave,Chicago,IL,60617,609935,"K, 1, 2, 3, 4, 5, 6, 7, 8",Magnet,890,Level 1+,Good Standing,0,0.03,0.95,0.02,0.01,0.95,0.13,0.21,0.16,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610128,GARVEY,10309 S MORGAN St,Chicago,IL,60643,610128,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,256,Level 1,Good Standing,0,0.98,0.01,0,0.01,0.98,0.06,0,0.27,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609937,GARVY,5225 N OAK PARK Ave,Chicago,IL,60656,609937,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,805,Level 1+,Good Standing,0.05,0.01,0.29,0.59,0.06,0.41,0.12,0.22,0.11,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609938,GARY,3740 W 31ST St,Chicago,IL,60623,609938,"3, 4, 5, 6, 7, 8",Neighborhood,1108,Level 1,Good Standing,0,0,0.98,0.01,0.01,0.96,0.14,0.41,0.09,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609939,GILLESPIE,9301 S STATE St,Chicago,IL,60619,609939,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,519,Level 2+,Good Standing,0,0.98,0.01,0,0,0.94,0.16,0,0.36,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400009,GLOBAL CITIZENSHIP,4647 W 47TH St,Chicago,IL,60632,,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,459,Level 1,Not Applicable,0,0.04,0.88,0.07,0.02,0.69,0.11,0.31,0.04,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609942,GOETHE,2236 N ROCKWELL St,Chicago,IL,60647,609942,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,783,Level 1+,Good Standing,0.01,0.04,0.74,0.18,0.04,0.72,0.13,0.19,0.08,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610558,GOODE HS,7651 S HOMAN Ave,Chicago,IL,60652,,"9, 10, 11, 12",Citywide-Option,845,Level 1+,Good Standing,0,0.55,0.43,0.01,0.01,0.85,0.18,0.05,0.04,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609945,GOUDY,5120 N WINTHROP Ave,Chicago,IL,60640,609945,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,740,Level 1+,Good Standing,0.4,0.21,0.3,0.07,0.02,0.9,0.11,0.44,0.14,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609947,GRAHAM ES,4436 S UNION Ave,Chicago,IL,60609,,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,456,Level 2+,Good Standing,0.01,0.28,0.45,0.26,0,0.93,0.12,0.2,0.24,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609769,GRAHAM HS,2347 S WABASH Ave,Chicago,IL,60616,,"9, 10, 11, 12",Special Education,119,Inability to Rate,Good Standing,0.03,0.56,0.4,0,0.01,0.92,1,0.29,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609949,GRAY,3730 N LARAMIE Ave,Chicago,IL,60641,,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,1228,Level 1,Good Standing,0.02,0.02,0.85,0.09,0.02,0.9,0.13,0.27,0.13,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400168,GREAT LAKES,8401 S SAGINAW Ave,Chicago,IL,60617,,"K, 1, 2, 3",Charter,235,Inability to Rate,Not Applicable,0,0.89,0.11,0,0,0.89,0.06,0.05,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609850,GREELEY,832 W SHERIDAN Rd,Chicago,IL,60613,609850,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,613,Level 1+,Good Standing,0.02,0.18,0.69,0.1,0.02,0.84,0.1,0.25,0.09,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610032,GREEN,1150 W 96TH St,Chicago,IL,60643,610032,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,370,Level 1+,Good Standing,0,0.98,0,0,0.02,0.91,0.17,0,0.23,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609952,GREENE,3525 S HONORE St,Chicago,IL,60609,609952,"K, 1, 2, 3, 4, 5",Neighborhood,553,Level 2,Provisional Support,0.03,0.03,0.89,0.05,0.01,0.94,0.11,0.42,0.17,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609954,GREGORY,3715 W POLK St,Chicago,IL,60624,609954,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,365,Level 1,Good Standing,0,0.99,0.01,0,0,0.99,0.17,0,0.48,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609955,GRESHAM,8524 S GREEN St,Chicago,IL,60620,609955,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,340,Level 1+,Intensive Support,0,0.99,0.01,0,0.01,0.98,0.12,0,0.29,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609956,GRIMES,5450 W 64TH Pl,Chicago,IL,60638,609956,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,464,Level 1+,Good Standing,0,0.02,0.89,0.08,0.01,0.83,0.11,0.31,0.17,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609944,GRISSOM,12810 S ESCANABA Ave,Chicago,IL,60633,609944,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,376,Level 1+,Good Standing,0,0.05,0.76,0.18,0.01,0.61,0.12,0.19,0.12,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609958,GUNSAULUS,4420 S SACRAMENTO Ave,Chicago,IL,60632,,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Magnet,788,Level 1,Good Standing,0.02,0.03,0.92,0.01,0.02,0.9,0.1,0.3,0.02,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609959,HAINES,247 W 23RD Pl,Chicago,IL,60616,609959,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,664,Level 1+,Good Standing,0.86,0.11,0.02,0,0.01,0.91,0.03,0.36,0.13,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609960,HALE,6140 S MELVINA Ave,Chicago,IL,60638,609960,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,971,Level 1,Good Standing,0.01,0.01,0.72,0.25,0.01,0.68,0.14,0.14,0.14,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609808,HALEY,11411 S EGGLESTON Ave,Chicago,IL,60628,609808,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,575,Level 1+,Good Standing,0,0.98,0.02,0.01,0,0.97,0.14,0.01,0.46,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609963,HAMILTON,1650 W CORNELIA Ave,Chicago,IL,60657,609963,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,471,Level 1,Good Standing,0.03,0.07,0.2,0.64,0.05,0.18,0.09,0.03,0.1,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609964,HAMLINE,4747 S BISHOP St,Chicago,IL,60609,609964,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,583,Level 2,Intensive Support,0.01,0.08,0.91,0.01,0.01,0.97,0.14,0.51,0.25,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609966,HAMMOND,2819 W 21ST Pl,Chicago,IL,60623,609966,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,463,Level 1+,Provisional Support,0,0.07,0.9,0.02,0,0.97,0.19,0.42,0.15,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609807,HAMPTON,3434 W 77TH St,Chicago,IL,60652,609807,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,551,Level 2+,Good Standing,0,0.45,0.53,0.01,0.02,0.9,0.16,0.18,0.18,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609694,HANCOCK HS,4034 W 56TH St,Chicago,IL,60629,609694,"11, 12",Neighborhood,877,Level 1,Good Standing,0.01,0.01,0.95,0.02,0.01,0.9,0.05,0.03,0.21,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610068,HANSON PARK,5411 W FULLERTON Ave,Chicago,IL,60639,610068,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,1547,Level 1+,Good Standing,0,0.01,0.96,0.02,0.01,0.95,0.16,0.45,0.21,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609710,HARLAN HS,9652 S MICHIGAN Ave,Chicago,IL,60628,609710,"9, 10, 11, 12",Neighborhood,468,Level 3,Intensive Support,0,0.99,0,0,0,0.94,0.22,0,0.29,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609711,HARPER HS,6520 S WOOD St,Chicago,IL,60636,609711,"9, 10, 11, 12",Neighborhood,159,Level 2,Intensive Support,0,0.94,0.04,0,0.01,1,0.25,0.01,0.35,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609969,HARTE,1556 E 56TH St,Chicago,IL,60637,609969,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,333,Level 1,Good Standing,0,0.86,0.08,0.04,0.02,0.75,0.15,0.07,0.11,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609971,HARVARD,7525 S HARVARD,Chicago,IL,60620,609971,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,434,Level 2,Intensive Support,0,0.98,0.01,0,0.01,0.97,0.18,0,0.45,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609972,HAUGAN,4540 N HAMLIN Ave,Chicago,IL,60625,609972,"K, 1, 2, 3, 4, 5, 6",Neighborhood,966,Level 1,Good Standing,0.06,0.05,0.84,0.06,0.01,0.97,0.13,0.64,0.17,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609974,HAWTHORNE,3319 N CLIFTON Ave,Chicago,IL,60657,,"K, 1, 2, 3, 4, 5, 6, 7, 8",Magnet,569,Level 1+,Good Standing,0.08,0.09,0.22,0.52,0.09,0.19,0.08,0.01,0.03,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609975,HAY,1018 N LARAMIE Ave,Chicago,IL,60651,609975,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,419,Level 2+,Good Standing,0,0.85,0.14,0.01,0.01,0.96,0.11,0.04,0.18,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609976,HAYT,1518 W GRANVILLE Ave,Chicago,IL,60660,609976,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,1049,Level 1,Good Standing,0.27,0.17,0.43,0.11,0.03,0.87,0.13,0.46,0.27,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609979,HEALY,3010 S PARNELL Ave,Chicago,IL,60616,609979,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,1486,Level 1+,Good Standing,0.65,0.01,0.22,0.09,0.04,0.85,0.05,0.25,0.09,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609981,HEARST,4640 S LAMON Ave,Chicago,IL,60638,609981,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,358,Level 1+,Good Standing,0,0.33,0.63,0.02,0.02,0.91,0.29,0.36,0.22,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609983,HEDGES,4747 S WINCHESTER Ave,Chicago,IL,60609,609983,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,689,Level 1,Provisional Support,0,0.02,0.97,0.02,0.01,0.96,0.14,0.6,0.17,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609985,HEFFERAN,4409 W WILCOX St,Chicago,IL,60624,609985,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,359,Level 1,Good Standing,0,0.98,0.01,0.01,0,0.99,0.12,0,0.36,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609986,HENDERSON,5650 S WOLCOTT Ave,Chicago,IL,60636,609986,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,267,Level 2,Intensive Support,0,0.88,0.12,0,0,0.96,0.11,0.04,0.49,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609987,HENDRICKS,4316 S PRINCETON Ave,Chicago,IL,60609,609987,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,234,Level 1,Good Standing,0,0.91,0.06,0.02,0.01,0.97,0.32,0.01,0.43,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609988,HENRY,4250 N SAINT LOUIS Ave,Chicago,IL,60618,609988,"K, 1, 2, 3, 4, 5, 6",Neighborhood,546,Level 1,Good Standing,0.02,0.04,0.84,0.07,0.03,0.96,0.13,0.55,0.17,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610532,HERNANDEZ,3510 W 55TH St,Chicago,IL,60632,610532,"6, 7, 8",Neighborhood,1048,Level 1,Good Standing,0,0.02,0.97,0.01,0.01,0.97,0.13,0.18,0.08,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609991,HERZL,3711 W DOUGLAS Blvd,Chicago,IL,60623,609991,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,672,Level 1,Intensive Support,0,0.98,0.02,0,0,0.98,0.16,0.01,0.38,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609994,HIBBARD,3244 W AINSLIE St,Chicago,IL,60625,609994,"K, 1, 2, 3, 4, 5, 6",Neighborhood,1066,Level 1+,Good Standing,0.07,0.05,0.79,0.06,0.03,0.94,0.13,0.51,0.12,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610295,HIGGINS,11710 S MORGAN St,Chicago,IL,60643,610295,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,273,Level 1,Good Standing,0,0.98,0.02,0,0,0.89,0.12,0,0.22,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609712,HIRSCH HS,7740 S INGLESIDE Ave,Chicago,IL,60619,609712,"9, 10, 11, 12",Neighborhood,145,Level 3,Intensive Support,0,0.97,0.02,0.01,0.01,0.99,0.35,0,0.79,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609995,HITCH,5625 N MCVICKER Ave,Chicago,IL,60646,609995,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,590,Level 1+,Good Standing,0.09,0.01,0.43,0.43,0.04,0.58,0.14,0.23,0.12,
